player,team_id,role,prediction_period_id,target_cutoff,prior_role_adjusted_kp,source_cutoff,latest_source_match_timestamp
CoreJJ,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.1725408132354369,2023-01-26 22:16:48+00:00,2022-09-04T23:38:13Z
Haeri,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.0,2023-01-26 22:16:48+00:00,
Summit,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,-0.26194899954117856,2023-01-26 22:16:48+00:00,2022-04-17T21:05:29Z
Pyosik,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.0,2023-01-26 22:16:48+00:00,
Yeon,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,-0.021596021893357818,2023-01-26 22:16:48+00:00,2022-01-22T00:06:11Z
Solo,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,-0.2286119275965921,2023-01-26 22:16:48+00:00,2022-09-03T02:36:08Z
Chime,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.36851779538165397,2023-01-26 22:16:48+00:00,2022-09-03T02:36:08Z
Bugi,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.0,2023-01-26 22:16:48+00:00,
Neo,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,-0.20921618304662923,2023-01-26 22:16:48+00:00,2022-07-17T23:17:22Z
Maple,oe:team:a22510a4756fa424cb0771b13261139,MID,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.020706693351718545,2023-01-26 22:16:48+00:00,2022-09-03T02:36:08Z
Fleshy,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.0,2023-01-26 22:16:48+00:00,
Tactical,oe:team:c334c629fea759876e9e04afbe4aee7,BOT,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,-0.16592745733507983,2023-01-26 22:16:48+00:00,2022-09-03T02:36:08Z
Revenge,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.006249201797999639,2023-01-26 22:16:48+00:00,2022-08-14T19:03:22Z
Kenvi,oe:team:c334c629fea759876e9e04afbe4aee7,JGL,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.27848098250814746,2023-01-26 22:16:48+00:00,2022-08-14T19:03:22Z
Ablazeolive,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.07581049879940838,2023-01-26 22:16:48+00:00,2022-08-26T23:45:36Z
Luger,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,BOT,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.08080947971129754,2023-01-26 22:16:48+00:00,2022-09-01T23:20:28Z
Dhokla,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,TOP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,-0.37089000476879747,2023-01-26 22:16:48+00:00,2022-09-01T23:20:28Z
Contractz,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,JGL,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,-0.027647800892044327,2023-01-26 22:16:48+00:00,2022-09-01T23:20:28Z
Poome,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,SUP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.1051228108280267,2023-01-26 22:16:48+00:00,2022-09-01T23:20:28Z
Palafox,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,MID,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,-0.38515524158986375,2023-01-26 22:16:48+00:00,2022-09-01T23:20:28Z
FBI,oe:team:f7f7324c151aa6ed770b244ce08e027,BOT,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.2731150645930181,2023-01-26 22:16:48+00:00,2022-09-11T21:34:49Z
Vulcan,oe:team:f7f7324c151aa6ed770b244ce08e027,SUP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.053705467590507074,2023-01-26 22:16:48+00:00,2022-09-10T23:50:48Z
Jojopyun,oe:team:f7f7324c151aa6ed770b244ce08e027,MID,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.09349132916682171,2023-01-26 22:16:48+00:00,2022-09-10T23:50:48Z
Inspired,oe:team:f7f7324c151aa6ed770b244ce08e027,JGL,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,-0.061634834772751876,2023-01-26 22:16:48+00:00,2022-09-10T23:50:48Z
Ssumday,oe:team:f7f7324c151aa6ed770b244ce08e027,TOP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.04548176408149413,2023-01-26 22:16:48+00:00,2022-09-11T21:34:49Z
Zven,oe:team:fc8e90107dabb9a35c490b0d86adea0,SUP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.09297100125571293,2023-01-26 22:16:48+00:00,2022-09-11T21:34:49Z
Diplex,oe:team:fc8e90107dabb9a35c490b0d86adea0,MID,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.0,2023-01-26 22:16:48+00:00,
Berserker,oe:team:fc8e90107dabb9a35c490b0d86adea0,BOT,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,-0.0967200535848471,2023-01-26 22:16:48+00:00,2022-09-11T21:34:49Z
Blaber,oe:team:fc8e90107dabb9a35c490b0d86adea0,JGL,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,-0.006079186561413603,2023-01-26 22:16:48+00:00,2022-09-11T21:34:49Z
Fudge,oe:team:fc8e90107dabb9a35c490b0d86adea0,TOP,period:452655f2bc33b5b76085,2023-01-26 22:16:48+00:00,0.1016624907919832,2023-01-26 22:16:48+00:00,2022-09-11T21:34:49Z
Armut,oe:team:0dbb780176ecad18f17292d1f5653af,TOP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.09865377947942058,2023-02-02 22:06:55+00:00,2023-01-28T02:21:45Z
Spawn,oe:team:0dbb780176ecad18f17292d1f5653af,BOT,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.799725489911369,2023-02-02 22:06:55+00:00,2023-01-28T02:21:45Z
Jensen,oe:team:0dbb780176ecad18f17292d1f5653af,MID,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.08227155522394707,2023-02-02 22:06:55+00:00,2023-01-28T02:21:45Z
Biofrost,oe:team:0dbb780176ecad18f17292d1f5653af,SUP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.11641097219633921,2023-02-02 22:06:55+00:00,2023-01-28T02:21:45Z
Santorin,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.1465686937761512,2023-02-02 22:06:55+00:00,2023-01-28T02:21:45Z
Prince,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.05153145083365142,2023-02-02 22:06:55+00:00,2023-01-28T02:21:45Z
Impact,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.003212736232165816,2023-02-02 22:06:55+00:00,2023-01-28T02:21:45Z
VicLa,oe:team:2e66da41dc460dd378e3bcc57042d31,MID,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.059660766830837965,2023-02-02 22:06:55+00:00,2023-01-28T02:21:45Z
Winsome,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.1838975133844501,2023-02-02 22:06:55+00:00,2023-01-28T02:21:45Z
Spica,oe:team:2e66da41dc460dd378e3bcc57042d31,JGL,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.2358668010735315,2023-02-02 22:06:55+00:00,2023-01-28T02:21:45Z
Busio,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,SUP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.08801650901955044,2023-02-02 22:06:55+00:00,2023-01-28T01:27:36Z
Tenacity,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.05045095074722577,2023-02-02 22:06:55+00:00,2023-01-28T01:27:36Z
Bjergsen,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,MID,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.13869280013961513,2023-02-02 22:06:55+00:00,2023-01-28T01:27:36Z
Closer,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,JGL,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.04695728875765003,2023-02-02 22:06:55+00:00,2023-01-28T01:27:36Z
Doublelift,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,BOT,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.052024189293094464,2023-02-02 22:06:55+00:00,2023-01-28T01:27:36Z
Stixxay,oe:team:87ee02298073abc2d55060f097d4041,BOT,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.034124462942415675,2023-02-02 22:06:55+00:00,2023-01-27T23:19:27Z
River,oe:team:87ee02298073abc2d55060f097d4041,JGL,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.19320059304375858,2023-02-02 22:06:55+00:00,2023-01-27T23:19:27Z
huhi,oe:team:87ee02298073abc2d55060f097d4041,SUP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.1523125159257581,2023-02-02 22:06:55+00:00,2023-01-27T23:19:27Z
Gori,oe:team:87ee02298073abc2d55060f097d4041,MID,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.0,2023-02-02 22:06:55+00:00,
Licorice,oe:team:87ee02298073abc2d55060f097d4041,TOP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.24636621160528777,2023-02-02 22:06:55+00:00,2023-01-27T23:19:27Z
CoreJJ,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.18677456430269726,2023-02-02 22:06:55+00:00,2023-01-28T00:11:37Z
Haeri,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.22312952851733256,2023-02-02 22:06:55+00:00,2023-01-28T00:11:37Z
Summit,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.42041162394616804,2023-02-02 22:06:55+00:00,2023-01-28T00:11:37Z
Pyosik,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.33380354653864086,2023-02-02 22:06:55+00:00,2023-01-28T00:11:37Z
Yeon,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.25133999080531494,2023-02-02 22:06:55+00:00,2023-01-28T00:11:37Z
Solo,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.1262614490645228,2023-02-02 22:06:55+00:00,2023-01-28T00:11:37Z
Chime,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.3898936485842925,2023-02-02 22:06:55+00:00,2023-01-28T00:11:37Z
Bugi,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.20549809836403338,2023-02-02 22:06:55+00:00,2023-01-28T00:11:37Z
Neo,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.03140724151913578,2023-02-02 22:06:55+00:00,2023-01-28T00:11:37Z
Maple,oe:team:a22510a4756fa424cb0771b13261139,MID,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.08807769153253633,2023-02-02 22:06:55+00:00,2023-01-28T00:11:37Z
Fleshy,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.16430509792359496,2023-02-02 22:06:55+00:00,2023-01-28T01:27:36Z
Tactical,oe:team:c334c629fea759876e9e04afbe4aee7,BOT,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.08876848136217987,2023-02-02 22:06:55+00:00,2023-01-28T01:27:36Z
Revenge,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.06304277155086069,2023-02-02 22:06:55+00:00,2023-01-28T01:27:36Z
Kenvi,oe:team:c334c629fea759876e9e04afbe4aee7,JGL,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.37191749925479217,2023-02-02 22:06:55+00:00,2023-01-28T01:27:36Z
Ablazeolive,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.15266497912688645,2023-02-02 22:06:55+00:00,2023-01-28T01:27:36Z
Luger,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,BOT,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.03929498150718201,2023-02-02 22:06:55+00:00,2023-01-27T22:10:06Z
Dhokla,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,TOP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.2500917038691306,2023-02-02 22:06:55+00:00,2023-01-27T22:10:06Z
Contractz,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,JGL,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.07731425708031538,2023-02-02 22:06:55+00:00,2023-01-27T22:10:06Z
Poome,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,SUP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.10215675751717414,2023-02-02 22:06:55+00:00,2023-01-27T22:10:06Z
Palafox,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,MID,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.2992445298602566,2023-02-02 22:06:55+00:00,2023-01-27T22:10:06Z
FBI,oe:team:f7f7324c151aa6ed770b244ce08e027,BOT,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.28506453340902704,2023-02-02 22:06:55+00:00,2023-01-27T22:10:06Z
Vulcan,oe:team:f7f7324c151aa6ed770b244ce08e027,SUP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.03226786178090085,2023-02-02 22:06:55+00:00,2023-01-27T22:10:06Z
Jojopyun,oe:team:f7f7324c151aa6ed770b244ce08e027,MID,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.03477689836746345,2023-02-02 22:06:55+00:00,2023-01-27T22:10:06Z
Inspired,oe:team:f7f7324c151aa6ed770b244ce08e027,JGL,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.041115705508863204,2023-02-02 22:06:55+00:00,2023-01-27T22:10:06Z
Ssumday,oe:team:f7f7324c151aa6ed770b244ce08e027,TOP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.018416235942010195,2023-02-02 22:06:55+00:00,2023-01-27T22:10:06Z
Zven,oe:team:fc8e90107dabb9a35c490b0d86adea0,SUP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.05914306337195618,2023-02-02 22:06:55+00:00,2023-01-27T23:19:27Z
Diplex,oe:team:fc8e90107dabb9a35c490b0d86adea0,MID,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.12265551790489344,2023-02-02 22:06:55+00:00,2023-01-27T23:19:27Z
Berserker,oe:team:fc8e90107dabb9a35c490b0d86adea0,BOT,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.1323746779127887,2023-02-02 22:06:55+00:00,2023-01-27T23:19:27Z
Blaber,oe:team:fc8e90107dabb9a35c490b0d86adea0,JGL,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,-0.03202965057112054,2023-02-02 22:06:55+00:00,2023-01-27T23:19:27Z
Fudge,oe:team:fc8e90107dabb9a35c490b0d86adea0,TOP,period:9ad2bd3e76204c678ee3,2023-02-02 22:06:55+00:00,0.16856392634588774,2023-02-02 22:06:55+00:00,2023-01-27T23:19:27Z
Armut,oe:team:0dbb780176ecad18f17292d1f5653af,TOP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.3158859934594153,2023-02-09 22:07:17+00:00,2023-02-03T23:54:33Z
Spawn,oe:team:0dbb780176ecad18f17292d1f5653af,BOT,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.8590278407270435,2023-02-09 22:07:17+00:00,2023-02-03T23:54:33Z
Jensen,oe:team:0dbb780176ecad18f17292d1f5653af,MID,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.21904974996741194,2023-02-09 22:07:17+00:00,2023-02-03T23:54:33Z
Biofrost,oe:team:0dbb780176ecad18f17292d1f5653af,SUP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.0958146309990209,2023-02-09 22:07:17+00:00,2023-02-03T23:54:33Z
Santorin,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.24588799550970142,2023-02-09 22:07:17+00:00,2023-02-03T23:54:33Z
Prince,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.12433232593858354,2023-02-09 22:07:17+00:00,2023-02-03T23:02:39Z
Impact,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.04353450983890307,2023-02-09 22:07:17+00:00,2023-02-03T23:02:39Z
VicLa,oe:team:2e66da41dc460dd378e3bcc57042d31,MID,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.23987455625333567,2023-02-09 22:07:17+00:00,2023-02-03T23:02:39Z
Winsome,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.1841684683850154,2023-02-09 22:07:17+00:00,2023-02-03T23:02:39Z
Spica,oe:team:2e66da41dc460dd378e3bcc57042d31,JGL,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.22681627156490766,2023-02-09 22:07:17+00:00,2023-02-03T23:02:39Z
Busio,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,SUP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.07310684244174324,2023-02-09 22:07:17+00:00,2023-02-04T00:45:39Z
Tenacity,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.029411808807534683,2023-02-09 22:07:17+00:00,2023-02-04T00:45:39Z
Bjergsen,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,MID,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.17825945605935573,2023-02-09 22:07:17+00:00,2023-02-04T00:45:39Z
Closer,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,JGL,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.015681189183547314,2023-02-09 22:07:17+00:00,2023-02-04T00:45:39Z
Doublelift,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,BOT,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.18197407185239844,2023-02-09 22:07:17+00:00,2023-02-04T00:45:39Z
Stixxay,oe:team:87ee02298073abc2d55060f097d4041,BOT,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.04823222647062954,2023-02-09 22:07:17+00:00,2023-02-04T01:34:41Z
River,oe:team:87ee02298073abc2d55060f097d4041,JGL,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.013379169023272184,2023-02-09 22:07:17+00:00,2023-02-04T01:34:41Z
huhi,oe:team:87ee02298073abc2d55060f097d4041,SUP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.1862746547498195,2023-02-09 22:07:17+00:00,2023-02-04T01:34:41Z
Gori,oe:team:87ee02298073abc2d55060f097d4041,MID,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.26502773262289925,2023-02-09 22:07:17+00:00,2023-02-04T01:34:41Z
Licorice,oe:team:87ee02298073abc2d55060f097d4041,TOP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.39268784056177797,2023-02-09 22:07:17+00:00,2023-02-04T01:34:41Z
CoreJJ,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.17239097202158649,2023-02-09 22:07:17+00:00,2023-02-04T01:34:41Z
Haeri,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.4778522576349316,2023-02-09 22:07:17+00:00,2023-02-04T01:34:41Z
Summit,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.35322730341494807,2023-02-09 22:07:17+00:00,2023-02-04T01:34:41Z
Pyosik,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.48014500534770976,2023-02-09 22:07:17+00:00,2023-02-04T01:34:41Z
Yeon,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.15628934592171595,2023-02-09 22:07:17+00:00,2023-02-04T01:34:41Z
Solo,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.13936095170858706,2023-02-09 22:07:17+00:00,2023-02-04T00:45:39Z
Chime,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.293243549301613,2023-02-09 22:07:17+00:00,2023-02-04T00:45:39Z
Bugi,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.4377697500295723,2023-02-09 22:07:17+00:00,2023-02-04T00:45:39Z
Neo,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.07874586507402064,2023-02-09 22:07:17+00:00,2023-02-04T00:45:39Z
Maple,oe:team:a22510a4756fa424cb0771b13261139,MID,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.08255000793544988,2023-02-09 22:07:17+00:00,2023-02-04T00:45:39Z
Fleshy,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.2358924509401364,2023-02-09 22:07:17+00:00,2023-02-04T02:34:45Z
Tactical,oe:team:c334c629fea759876e9e04afbe4aee7,BOT,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.16849789165151507,2023-02-09 22:07:17+00:00,2023-02-04T02:34:45Z
Revenge,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.00761511337004963,2023-02-09 22:07:17+00:00,2023-02-04T02:34:45Z
Kenvi,oe:team:c334c629fea759876e9e04afbe4aee7,JGL,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.1477183594585261,2023-02-09 22:07:17+00:00,2023-02-04T02:34:45Z
Ablazeolive,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.17908745879181273,2023-02-09 22:07:17+00:00,2023-02-04T02:34:45Z
Luger,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,BOT,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.04127631907708093,2023-02-09 22:07:17+00:00,2023-02-04T02:34:45Z
Dhokla,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,TOP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.27046844318313856,2023-02-09 22:07:17+00:00,2023-02-04T02:34:45Z
Contractz,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,JGL,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.10944230625993094,2023-02-09 22:07:17+00:00,2023-02-04T02:34:45Z
Poome,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,SUP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.07448410217523761,2023-02-09 22:07:17+00:00,2023-02-04T02:34:45Z
Palafox,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,MID,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.29874526602433527,2023-02-09 22:07:17+00:00,2023-02-04T02:34:45Z
FBI,oe:team:f7f7324c151aa6ed770b244ce08e027,BOT,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.2933527335916829,2023-02-09 22:07:17+00:00,2023-02-03T23:54:33Z
Vulcan,oe:team:f7f7324c151aa6ed770b244ce08e027,SUP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.029866796180021114,2023-02-09 22:07:17+00:00,2023-02-03T23:54:33Z
Jojopyun,oe:team:f7f7324c151aa6ed770b244ce08e027,MID,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,0.07100407081019873,2023-02-09 22:07:17+00:00,2023-02-03T23:54:33Z
Inspired,oe:team:f7f7324c151aa6ed770b244ce08e027,JGL,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.00921345017190795,2023-02-09 22:07:17+00:00,2023-02-03T23:54:33Z
Ssumday,oe:team:f7f7324c151aa6ed770b244ce08e027,TOP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.022469754761131784,2023-02-09 22:07:17+00:00,2023-02-03T23:54:33Z
Zven,oe:team:fc8e90107dabb9a35c490b0d86adea0,SUP,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.051269819134404274,2023-02-09 22:07:17+00:00,2023-02-03T23:02:39Z
Diplex,oe:team:fc8e90107dabb9a35c490b0d86adea0,MID,period:5193f604ed2f15e301e1,2023-02-09 22:07:17+00:00,-0.015324730588299019,2023-02-09 22:07:17+00:00,2023-02-03T23:02:39Z
