player,team_id,role,prediction_period_id,target_cutoff,roster_continuity,team_change,role_change,source_cutoff,latest_source_match_timestamp
FakeGod,oe:team:0dbb780176ecad18f17292d1f5653af,TOP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T23:04:21Z
Toucouille,oe:team:2e66da41dc460dd378e3bcc57042d31,MID,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T23:04:21Z
Josedeodo,oe:team:2e66da41dc460dd378e3bcc57042d31,JGL,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T23:04:21Z
Kumo,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T23:04:21Z
Johnsun,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T23:04:21Z
aphromoo,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T23:04:21Z
FBI,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,BOT,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T21:19:47Z
huhi,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,SUP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T21:19:47Z
Closer,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,JGL,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T21:19:47Z
Abbedagge,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,MID,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T21:19:47Z
Ssumday,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T21:19:47Z
Pridestalkr,oe:team:87ee02298073abc2d55060f097d4041,JGL,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-07T00:03:08Z
Olleh,oe:team:87ee02298073abc2d55060f097d4041,SUP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-07T00:03:08Z
Lost,oe:team:87ee02298073abc2d55060f097d4041,BOT,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-07T00:03:08Z
Licorice,oe:team:87ee02298073abc2d55060f097d4041,TOP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-07T00:03:08Z
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-07T00:03:08Z
CoreJJ,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T19:53:38Z
Bjergsen,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T19:53:38Z
Bwipo,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T19:53:38Z
Santorin,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T19:53:38Z
Hans Sama,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T19:53:38Z
Tactical,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-07T00:03:08Z
Takeover,oe:team:a22510a4756fa424cb0771b13261139,MID,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-07T00:03:08Z
Shenyi,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-07T00:03:08Z
Huni,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-07T00:03:08Z
Spica,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-07T00:03:08Z
Arrow,oe:team:c334c629fea759876e9e04afbe4aee7,BOT,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T19:53:38Z
destiny,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T19:53:38Z
Revenge,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T19:53:38Z
Xerxe,oe:team:c334c629fea759876e9e04afbe4aee7,JGL,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T19:53:38Z
PowerOfEvil,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T19:53:38Z
Luger,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,BOT,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T21:19:47Z
Jenkins,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,TOP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T21:19:47Z
Contractz,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,JGL,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T21:19:47Z
Poome,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,SUP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T21:19:47Z
Palafox,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,MID,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T21:19:47Z
Impact,oe:team:f7f7324c151aa6ed770b244ce08e027,TOP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T22:15:26Z
Vulcan,oe:team:f7f7324c151aa6ed770b244ce08e027,SUP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T22:15:26Z
Jojopyun,oe:team:f7f7324c151aa6ed770b244ce08e027,MID,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T22:15:26Z
Inspired,oe:team:f7f7324c151aa6ed770b244ce08e027,JGL,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T22:15:26Z
Danny,oe:team:f7f7324c151aa6ed770b244ce08e027,BOT,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T22:15:26Z
Berserker,oe:team:fc8e90107dabb9a35c490b0d86adea0,BOT,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T22:15:26Z
Summit,oe:team:fc8e90107dabb9a35c490b0d86adea0,TOP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T22:15:26Z
Blaber,oe:team:fc8e90107dabb9a35c490b0d86adea0,JGL,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T22:15:26Z
Fudge,oe:team:fc8e90107dabb9a35c490b0d86adea0,MID,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T22:15:26Z
Winsome,oe:team:fc8e90107dabb9a35c490b0d86adea0,SUP,period:bfbcb255cff7d2c3894f,2022-03-12 21:07:29+00:00,1.0,False,False,2022-03-12 21:07:29+00:00,2022-03-06T22:15:26Z
Blue,oe:team:0dbb780176ecad18f17292d1f5653af,MID,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T22:11:02Z
River,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T22:11:02Z
Biofrost,oe:team:0dbb780176ecad18f17292d1f5653af,SUP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T22:11:02Z
Neo,oe:team:0dbb780176ecad18f17292d1f5653af,BOT,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T22:11:02Z
FakeGod,oe:team:0dbb780176ecad18f17292d1f5653af,TOP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T22:11:02Z
Toucouille,oe:team:2e66da41dc460dd378e3bcc57042d31,MID,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T20:16:37Z
Josedeodo,oe:team:2e66da41dc460dd378e3bcc57042d31,JGL,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T20:16:37Z
Kumo,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T20:16:37Z
Johnsun,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T20:16:37Z
aphromoo,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T20:16:37Z
FBI,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,BOT,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T20:16:37Z
huhi,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,SUP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T20:16:37Z
Closer,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,JGL,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T20:16:37Z
Abbedagge,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,MID,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T20:16:37Z
Ssumday,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T20:16:37Z
Pridestalkr,oe:team:87ee02298073abc2d55060f097d4041,JGL,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T23:02:48Z
Olleh,oe:team:87ee02298073abc2d55060f097d4041,SUP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T23:02:48Z
Lost,oe:team:87ee02298073abc2d55060f097d4041,BOT,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T23:02:48Z
Licorice,oe:team:87ee02298073abc2d55060f097d4041,TOP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T23:02:48Z
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T23:02:48Z
CoreJJ,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T18:59:56Z
Bjergsen,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T18:59:56Z
Bwipo,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T18:59:56Z
Santorin,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T18:59:56Z
Hans Sama,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T18:59:56Z
Tactical,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T21:16:11Z
Takeover,oe:team:a22510a4756fa424cb0771b13261139,MID,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T21:16:11Z
Shenyi,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T21:16:11Z
Huni,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T21:16:11Z
Spica,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T21:16:11Z
Arrow,oe:team:c334c629fea759876e9e04afbe4aee7,BOT,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T22:11:02Z
destiny,oe:team:c334c629fea759876e9e04afbe4aee7,SUP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T22:11:02Z
Revenge,oe:team:c334c629fea759876e9e04afbe4aee7,TOP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T22:11:02Z
Xerxe,oe:team:c334c629fea759876e9e04afbe4aee7,JGL,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T22:11:02Z
PowerOfEvil,oe:team:c334c629fea759876e9e04afbe4aee7,MID,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T22:11:02Z
Luger,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,BOT,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T23:02:48Z
Jenkins,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,TOP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T23:02:48Z
Contractz,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,JGL,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T23:02:48Z
Poome,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,SUP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T23:02:48Z
Palafox,oe:team:cbfaf0ca2181f0903d2fcceb6c28f3b,MID,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T23:02:48Z
Impact,oe:team:f7f7324c151aa6ed770b244ce08e027,TOP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T21:16:11Z
Vulcan,oe:team:f7f7324c151aa6ed770b244ce08e027,SUP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T21:16:11Z
Jojopyun,oe:team:f7f7324c151aa6ed770b244ce08e027,MID,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T21:16:11Z
Inspired,oe:team:f7f7324c151aa6ed770b244ce08e027,JGL,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T21:16:11Z
Danny,oe:team:f7f7324c151aa6ed770b244ce08e027,BOT,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T21:16:11Z
Berserker,oe:team:fc8e90107dabb9a35c490b0d86adea0,BOT,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T18:59:56Z
Summit,oe:team:fc8e90107dabb9a35c490b0d86adea0,TOP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T18:59:56Z
Blaber,oe:team:fc8e90107dabb9a35c490b0d86adea0,JGL,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T18:59:56Z
Fudge,oe:team:fc8e90107dabb9a35c490b0d86adea0,MID,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T18:59:56Z
Winsome,oe:team:fc8e90107dabb9a35c490b0d86adea0,SUP,period:9a704a25f780f56ebe1b,2022-03-19 19:32:42+00:00,1.0,False,False,2022-03-19 19:32:42+00:00,2022-03-13T18:59:56Z
Blue,oe:team:0dbb780176ecad18f17292d1f5653af,MID,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T20:29:23Z
River,oe:team:0dbb780176ecad18f17292d1f5653af,JGL,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T20:29:23Z
Biofrost,oe:team:0dbb780176ecad18f17292d1f5653af,SUP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T20:29:23Z
Neo,oe:team:0dbb780176ecad18f17292d1f5653af,BOT,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T20:29:23Z
FakeGod,oe:team:0dbb780176ecad18f17292d1f5653af,TOP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T20:29:23Z
Toucouille,oe:team:2e66da41dc460dd378e3bcc57042d31,MID,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T21:20:35Z
Josedeodo,oe:team:2e66da41dc460dd378e3bcc57042d31,JGL,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T21:20:35Z
Kumo,oe:team:2e66da41dc460dd378e3bcc57042d31,TOP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T21:20:35Z
Johnsun,oe:team:2e66da41dc460dd378e3bcc57042d31,BOT,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T21:20:35Z
aphromoo,oe:team:2e66da41dc460dd378e3bcc57042d31,SUP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T21:20:35Z
FBI,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,BOT,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T18:54:22Z
huhi,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,SUP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T18:54:22Z
Closer,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,JGL,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T18:54:22Z
Abbedagge,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,MID,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T18:54:22Z
Ssumday,oe:team:4bd1751425ef6a9bc9d4d8e9385b4a6,TOP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T18:54:22Z
Pridestalkr,oe:team:87ee02298073abc2d55060f097d4041,JGL,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T20:29:23Z
Olleh,oe:team:87ee02298073abc2d55060f097d4041,SUP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T20:29:23Z
Lost,oe:team:87ee02298073abc2d55060f097d4041,BOT,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T20:29:23Z
Licorice,oe:team:87ee02298073abc2d55060f097d4041,TOP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T20:29:23Z
Ablazeolive,oe:team:87ee02298073abc2d55060f097d4041,MID,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T20:29:23Z
CoreJJ,oe:team:8eb884e168f28402ce685bedebb5250,SUP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T21:20:35Z
Bjergsen,oe:team:8eb884e168f28402ce685bedebb5250,MID,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T21:20:35Z
Bwipo,oe:team:8eb884e168f28402ce685bedebb5250,TOP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T21:20:35Z
Santorin,oe:team:8eb884e168f28402ce685bedebb5250,JGL,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T21:20:35Z
Hans Sama,oe:team:8eb884e168f28402ce685bedebb5250,BOT,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T21:20:35Z
Tactical,oe:team:a22510a4756fa424cb0771b13261139,BOT,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T23:33:01Z
Takeover,oe:team:a22510a4756fa424cb0771b13261139,MID,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T23:33:01Z
Shenyi,oe:team:a22510a4756fa424cb0771b13261139,SUP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T23:33:01Z
Huni,oe:team:a22510a4756fa424cb0771b13261139,TOP,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T23:33:01Z
Spica,oe:team:a22510a4756fa424cb0771b13261139,JGL,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,1.0,False,False,2022-03-25 20:43:57+00:00,2022-03-20T23:33:01Z
Arrow,oe:team:c334c629fea759876e9e04afbe4aee7,BOT,period:2543e9e0dda5edca0977,2022-03-25 20:43:57+00:00,0.625,False,False,2022-03-25 20:43:57+00:00,2022-03-20T23:33:01Z
